약국,경도,위도
가톨릭성모약국,127.0783932,37.7572779
부평수약국,126.7206379,37.4909756
솔과향약국,126.7746642,37.6712095
햇살약국,127.0439977,37.2154145
온누리서현약국,127.1213463,37.3839203
삼성약국,126.8639187,37.3339805
팜메이트광명그랜드약국,126.8797095,37.4357857
아름다운약국,126.8708395,37.4741649
원곡메디칼약국,126.7937135,37.3319239
정다운약국,126.7299545,37.4581807
시민약국,127.133364,37.608055
여명약국,127.1591444,37.450826
인생약국,127.4237146,37.0750166
천사약국,126.952463,37.3190121
담우약국,126.8936801,37.6531284
마트약국,126.782724,37.647889
길약국,127.0453854,37.7494194
당정메디칼약국,126.9509706,37.3439051
오행당약국,127.637305,37.2966072
동대문약국,127.1197515,36.9919827
M프라자약국,126.8840403,37.4484547
옵티마자연약국,126.7403689,37.4935743
송산약국,127.0813415,37.7482686
케어팜약국,127.15859,37.6087966
굿모닝약국,127.4195912,37.7379504
한약국,127.1448048,37.4401867
온누리종로약국,126.7646894,37.7002488
은혜약국,126.9760089,37.3887168
위시티우리약국,126.8159951,37.682392
탑스타약국,126.6708874,37.5929307
꽃우물약국,126.8308395,37.6323754
공감약국,127.1905133,37.5669532
송파샘약국,127.1072604,37.4976183
세계로온누리약국,126.8152884,37.3088392
올바른약국,128.6799696,35.2281231
아름약국,126.7751675,37.5003064
종각역약국,126.9832397,37.5702141
오정온누리약국,126.7855637,37.5295367
참약사봄약국,126.7922869,37.4951512
샛별온누리약국,126.7614804,37.7148478
한빛약국,126.7910325,37.4955571
파랑새약국,126.7689239,37.5045118
엘지온누리약국,126.9562868,37.3467353
통일로약국,126.8647974,37.6879489
공약국,128.7513836,36.559529
미래로약국,126.7453112,37.7110603
송도약국,127.0257442,37.6385055
올리브약국,128.1398701,35.1801082
푸른온누리약국,126.7676523,37.59639
건강을 이야기하는 부부약국,127.1142797,37.3202944
루원봄약국,126.6779803,37.5251182
태양약국,126.8321555,37.6336275
휴베이스 청주 약국,127.490561,36.6323045
군자여기약국,127.0762712,37.5589043
중앙시장약국,128.0835023,35.1946349
미약국,126.7225508,37.4910417
행신더조은약국,126.8359885,37.6227744
속초동아약국,128.5820095,38.2006245
지음약국,127.0584801,37.5141914
창대온누리약국,126.865157,37.5485624
365보건약국,126.7477123,37.3470453
다정약국,127.5231173,34.9531857
오산약국,126.9740777,37.805101
정다운약국,129.1896923,35.3209492
우리약국,127.1376959,36.8256132
하나약국,129.2177784,35.254483
연세약국,127.5696703,36.3033806
고래약국,126.7791896,35.148282
수민약국,129.0215342,35.1535618
건강약국,127.0887786,36.9927437
레아약국,126.8819679,37.4770424
선암건강약국,127.0227733,37.8672741
한약짓는약국,126.9536637,37.5568361
옥수이화약국,127.0140028,37.54671
더사랑약국,127.1095409,37.3496446
백화점약국,129.3810036,36.3221509
대학종로약국,127.1410447,35.8446552
중앙프라자약국,128.1609945,35.5672167
위드팜다올약국,128.5868971,35.8458478
잠실팜약국,127.086342,37.5091242
성성하나로약국,127.1403135,36.8473688
마음약국,129.1170107,35.1902979
원약국,127.3154017,36.6198471
수성온유약국,128.6141903,35.8541702
손&주약국,128.614691,35.8541741
홍약국,128.3470035,36.0687303
화성약국,128.6267749,35.8831482
대학약국,126.9211594,35.141138
코코약국,128.839145,35.2340214
신화약국,127.0833439,37.508607
모현프라자약국,126.9380248,35.9502456
그린약국,127.0682606,37.1479851
충무약국,126.9928782,37.5614912
장인약국,127.1412106,35.3767662
보람약국,126.6991903,35.9719343
힘찬온누리약국,126.7324737,35.9644838
송도플러스약국,126.6509615,37.3957057
라온약국,126.9995048,37.5049309
상록레몬약국,126.8501323,37.3070954
세양메디신약국,126.864506,37.5082218
수안약국,129.0832741,35.2023046
바다약국,128.9656085,35.0485309
효성약국,126.6671507,37.4515586
초월가까운약국,127.2973411,37.3741051
시민약국,127.0800857,37.6256569
서신태평양약국,127.119657,35.8319816
옵티마정다운약국,126.6722819,37.5029848
다정약국,126.6946043,36.9041296
올리브약국,126.9544195,36.7827422
NK드림약국,127.2622579,36.4796231
대학하나로약국,127.1369147,36.8027087
홍예약국,126.6793742,36.6570485
홍산종로약국,126.7600838,36.2140182
성정천사약국,127.1378335,36.826474
새솔약국,127.3384277,36.3325841
신백제대건약국,127.0935067,36.1923178
해든약국,127.3769057,36.3521368
충무정문약국,127.0208095,36.7787738
백세약국,127.1269714,36.7943292
비타민약국,127.1031772,36.840979
참약국,126.4587495,36.7823125
건강한이야기가있는다나약국,127.1088025,36.8176272
마미약국,126.6455059,36.9015021
희망찬약국,126.6899111,36.0757535
하나약국,127.1331559,36.4562329
보룡약국,126.4505685,36.8232844
청아약국,127.1527083,36.7803051
건강한약국,127.3847808,36.4332407
불광새봄약국,126.9286013,37.6114224
승리약국,127.4234098,36.6350118
비타민약국,128.2108237,37.1375403
사랑인약국,126.9025269,37.7029247
매일행복약국,127.0101598,37.5906311
메디팜작은별약국,128.3355051,36.1106808
온누리건강나라약국,126.9925709,37.4268349
동서약국,129.0299002,35.2102203
우리약국,126.9008813,37.4527079
김순한약국,127.9329984,37.6778955
갑진약국,126.8978642,37.583763
DMC하나약국,126.8952168,37.6006999
남천온누리약국,129.1072761,35.1409925
바른약국,129.0488836,35.1740978
문화약국,127.9517657,37.3488831
경희정문약국,127.155802,37.5520152
맑은샘약국,127.695303,34.9366756
테라스파란문약국,126.6269232,37.4105318
영주대학로약국,128.6048649,36.8242895
혜화설약국,126.9984158,37.5832304
새문약국,129.003854,35.2057358
대림약국,129.3476584,36.1109282
마치약국,127.3372048,36.2985449
감초당약국,127.3013197,37.6470109
코스코약국,127.1144908,35.8187996
아름약국,128.1324029,35.1697704
백세온누리약국,127.8121008,35.6287341
비전약국,127.1762408,37.5725546
메디팜 센터약국,128.5939661,35.8614112
미평햇살약국,127.708678,34.768086
도담약국,127.1310827,37.4962086
따뜻한약국,127.3895943,36.424303
용현비타민약국,127.079386,37.7342509
새서울약국,128.1244653,36.1178822
새마산약국,128.5784458,35.2337091
반암약국,127.1039757,35.8193856
참약국,126.9440067,37.3218754
푸른숲약국,126.8711161,35.2130313
초당약국,126.3936616,34.8033489
다나아약국,126.8527076,35.1512682
정성약국,127.4842705,34.9625421
꿈꾸라약국,126.8639179,35.1501375
온누리백제약국,126.7221334,35.0344452
편한약국,126.8724272,35.1369452
아페약국,127.6639891,34.7659372
백제약국,127.5892636,34.9700419
제철구내약국,127.7256798,34.93243
보건약국,127.2926669,35.2801822
제일약국,127.0814134,34.7675653
소망약국,126.7476234,34.9209456
동아약국,126.5014363,35.275885
영광약국,126.5018959,35.2761918
화원약국,126.3292018,34.6689094
메디팜우리약국,126.5722378,34.1769765
금성약국,126.7808333,35.2967243
태신약국,127.7275595,34.7409586
첨단수약국,126.8604056,35.2131148
신동아약국,127.6558677,34.7660427
백세약국,126.8487073,35.2063928
조은약국,126.8947648,35.1586729
한솔약국,126.8434051,35.0477527
꿈꾸는약국,126.8741981,35.2126716
밝은약국,127.5183727,34.9541238
창평약국,127.0155426,35.2382963
매곡종로약국,126.8934428,35.1903972
만촌온누리약국,128.6440998,35.8584229
새종로약국,126.8511157,35.1495843
장약국,126.3931862,34.7991056
한국약국,127.0436475,37.5832359
통인한약국,126.969493,37.5799966
고실건강약국,126.8164366,35.2011789
포도나무약국,126.4239591,34.8075583
새미래약국,126.9330643,35.1811056
하나로운암약국,126.8811704,35.1750027
세종온누리약국,126.9188434,35.1532206
운천종로약국,126.8582356,35.1501804
일곡행복약국,126.8973759,35.2031959
우리동네온누리약국,126.8035372,35.1638432
벌교희망약국,127.3450849,34.8427911
튼튼약국,126.9297467,35.162086
토마토약국,126.9199537,35.1421442
새한약국,127.1037932,34.7751149
케이약국,126.8258781,35.1904364
초록약국,126.7946738,35.1409335
실로암약국,126.4298651,34.8032935
오치우리들약국,126.9056712,35.185915
건강약국,127.6501414,34.7726618
광장약국,126.9118934,35.1356561
오렌지은약국,127.6633397,34.764728
하늘약국,126.9305508,35.1807506
정다운온누리약국,127.5274783,34.9406022
왕지약국,127.5319165,34.9533885
빛고을사랑약국,126.8987257,35.0941054
신나는인덕한약국,127.5177315,34.9469278
큰사랑약국,127.7281077,34.7442474
보배약국,127.6977724,34.9360143
체질건강약국,126.9166379,35.1614478
조은약국,126.3992166,34.8169692
나래약국,126.910708,35.1336818
다소니약국,127.6749639,34.7612841
우리약국,126.974075,35.2232167
뉴욕약국,126.7214391,35.0343653
성모약국,126.8408868,35.0467596
새물약국,126.7131078,34.9955108
나주종로약국,126.7214831,35.0340713
미래약국,126.9019783,35.1934974
금호수약국,126.8582196,35.1319214
샘물약국,126.921035,35.1430947
사거리약국,126.1922659,34.4091998
건행약국,126.923441,35.15712
봉선 본약국,126.9074211,35.1237129
관산 오약국,126.938886,34.5626422
신세계약국,126.8555404,37.5132891
건강한행복약국,126.876442,35.1399308
새봄약국,126.9564598,35.930725
푸른약국,126.9279924,35.1760451
더희망약국,127.1427825,35.8446327
눈사랑 약국,128.6027151,35.8643293
한마음후문약국,128.6986061,35.238935
플러스약국,126.7054793,35.9682038
주연약국,127.0782275,37.6668168
새봄약국,129.0116975,35.1125514
미소약국,128.5559907,35.8346017
한마루약국,127.1204281,37.2935009
우리약국,128.5704336,35.2187704
매가약국,128.5077822,35.8550089
봄봄약국,127.1416131,37.4650345
에코현대약국,127.127367,35.8725005
무성약국,129.222337,35.2604232
비전약국,127.0668391,37.5389638
세광한약국,126.706525,37.5002752
5층그린약국,129.1776778,35.1695768
더원약국,126.9995048,37.5049309
아름약국,126.8547657,37.5210046
향토약국,126.8482346,35.5707539
위생약국,127.3779805,35.4062955
정읍백제약국,126.8232303,35.5880307
하나약국,126.9633189,37.2454833
운봉백제약국,127.5318593,35.4376587
대학약국,127.1430402,35.8450001
맥스약국,127.1074749,37.5154024
참약사삼흥약국,127.103649,37.600664
안산클래스약국,126.827309,37.3182829
라온약국,127.3940157,36.3373724
365약국,126.6937853,36.9569587
새중앙약국,129.0347716,35.2144302
숨약국,126.772107,37.6604893
풍향종로약국,126.9298669,35.1618073
이룸약국,127.121636,37.4936947
두루약국,127.2358501,36.5197309
파랑약국,127.1156241,35.8348282
메가약국,127.4319939,36.6267841
참좋은약국,127.1470158,35.826065
시민약국,127.3742456,35.4067525
앤약국,127.4402242,36.9941395
명랑약국,127.1496511,35.8355011
베스트약국,126.7160865,35.9631449
메디칼약국,127.0575675,37.6669181
민생약국,127.0347787,37.5132272
인선약국,127.0391948,37.5220267
새휘정약국,127.0577062,37.5224875
푸른약국,126.9829747,37.4860933
인정온누리약국,127.0073805,37.5875508
정대식약국,127.0509741,37.6499129
초록약국,126.9010885,37.5782607
에스약국,127.0087728,37.4882546
한진당약국,127.0391429,37.5790378
행운약국,129.1036174,35.1968773
신나래약국,126.9047694,37.4596185
위브약국,126.7771122,37.5008714
성모큰사랑약국,127.0786348,37.7587952
대덕평안약국,127.4275342,36.3745328
동명온누리약국,126.9286952,35.1505378
봄온누리약국,126.5589981,37.4887341
웅진한약국,127.4251519,36.3599803
초록숲약국,128.6448036,35.8173409
메디컬미래약국,129.0171811,35.1117278
굿모닝약국,126.9223136,35.1712572
혜중약국,127.0622929,37.6031891
신약국,126.9775824,37.3900559
진북녹십자약국,127.1354559,35.8290031
에코사랑약국,127.1275227,35.8728548
정문약국,127.6897949,36.9343921
중앙하나약국,129.0611864,35.1442806
열린약국,126.4233809,34.8116003
이로약국,126.4051514,34.8058393
열방약국,127.0559868,37.6729938
수서세종약국,127.1032419,37.488518
1층가까운약국,128.7017482,35.8700234
정다운약국,126.729051,37.4876972
하나약국,126.8543467,35.5652541
다정약국,128.5820813,35.9520079
염약국,127.1411243,35.8406713
생생약국,127.1538347,35.8455492
바른마음약국,127.1918814,37.562532
아이튼튼약국,128.9941683,35.0985409
파란문약국,126.9612654,37.5716749
365남문약국,127.0165076,37.2785505
튼튼약국,129.0589148,35.1377687
꿀단지약국,126.79624,35.1397095
삼성약국,126.6776995,37.4672943
대상약국,127.0764799,35.8708411
손온누리약국,126.9502556,37.3199696
튼튼약국,126.927945,37.4807478
함양온누리약국,127.7288373,35.5232571
365약국,127.0875678,37.5883849
호정약국,126.9628319,37.5483586
청주으뜸약국,127.4318802,36.6230231
생극약국,127.6052987,37.0350311
신화약국,126.9016651,35.7927992
솔약국,126.6798296,35.9760484
하나로약국,126.8556771,35.5650587
용천약국,127.6630967,36.0072086
송천사랑약국,127.1148037,35.8629339
전라약국,127.1445715,35.8321393
조아약국,126.9020108,35.8002999
다나약국,126.6895522,36.076654
약손약국,127.0538997,37.0741818
튼튼약국,127.1188787,36.8236078
건강제일약국,126.8864142,35.7988822
삼례비비정한약국,127.0722296,35.9106015
하나약국,126.7463029,35.7319723
조은약국,127.6563147,36.006182
메디팜희망찬약국,126.9435362,35.9466017
중앙약국,127.6540883,35.8662961
회생당약국,126.9981775,35.960418
녹십자약국,127.1201373,35.7341964
장수약국,127.0161188,37.6429297
통일약국,126.7436151,35.9746042
삼성약국,127.386225,35.415969
박사약국,126.9653264,35.9614808
관촌약국,127.2702396,35.6740243
어양우리약국,126.9805115,35.9583694
서울약국,126.7363106,35.7274397
삼천우리약국,127.1166629,35.797678
늘조은약국,127.1051528,35.8266884
